,subjectId,abdominalextensiondepthsitting,acromialheight,acromionradialelength,anklecircumference,axillaheight,balloffootcircumference,balloffootlength,biacromialbreadth,bicepscircumferenceflexed,bicristalbreadth,bideltoidbreadth,bimalleolarbreadth,bitragionchinarc,bitragionsubmandibulararc,bizygomaticbreadth,buttockcircumference,buttockdepth,buttockheight,buttockkneelength,buttockpopliteallength,calfcircumference,cervicaleheight,chestbreadth,chestcircumference,chestdepth,chestheight,crotchheight,crotchlengthomphalion,crotchlengthposterioromphalion,earbreadth,earlength,earprotrusion,elbowrestheight,eyeheightsitting,footbreadthhorizontal,footlength,forearmcenterofgriplength,forearmcircumferenceflexed,forearmforearmbreadth,forearmhandlength,functionalleglength,handbreadth,handcircumference,handlength,headbreadth,headcircumference,headlength,heelanklecircumference,heelbreadth,hipbreadth,hipbreadthsitting,iliocristaleheight,interpupillarybreadth,interscyei,interscyeii,kneeheightmidpatella,kneeheightsitting,lateralfemoralepicondyleheight,lateralmalleolusheight,lowerthighcircumference,mentonsellionlength,neckcircumference,neckcircumferencebase,overheadfingertipreachsitting,palmlength,poplitealheight,radialestylionlength,shouldercircumference,shoulderelbowlength,shoulderlength,sittingheight,sleevelengthspinewrist,sleeveoutseam,span,stature,suprasternaleheight,tenthribheight,thighcircumference,thighclearance,thumbtipreach,tibialheight,tragiontopofhead,trochanterionheight,verticaltrunkcircumferenceusa,waistbacklength,waistbreadth,waistcircumference,waistdepth,waistfrontlengthsitting,waistheightomphalion,weightkg,wristcircumference,wristheight,SubjectNumericRace,DODRace,Age,Heightin,Weightlbs
chestcircumference,-0.010344470640931611,0.7891441108453467,0.30435198720124823,0.2926975873376632,0.3939113387338515,0.2305446279511553,0.3705446333626188,0.2830462752533712,0.2890458922103937,0.7462030756412712,0.6686837458164833,0.816185185235432,0.2889469415163974,0.37637091423200764,0.47312244770951356,0.3433189831981111,0.7428750682179288,0.7232557465320663,0.2417260500164757,0.46402650280602986,0.33862537988182945,0.5567004518600006,0.25907944522018034,0.7759406368027794,1.0,0.9447068161152515,0.1394930868345565,0.11863411483241106,0.4158541388561448,0.15861235066501572,0.1402141868391192,0.28122787730325327,0.021469917098554663,0.1798310595576862,0.20995521621066404,0.34954936845132734,0.282370249724023,0.25172720367750273,0.658681391001994,0.7980513302622383,0.22613120445059154,0.3554727475365954,0.3422606225993833,0.3916142468099441,0.24202862056063373,0.18421112492768676,0.20761113537955034,0.18361422612294465,0.43368635337101114,0.33057459641924614,0.6776733794567045,0.6426836271299986,0.2212107824483883,0.13121224958466943,0.6344850927836938,0.5016943188888288,0.21190079598614073,0.27905164847678854,0.2003791476001138,0.12533630739965324,0.5730147587294778,0.23758367864453875,0.7287207506944999,0.6568285388812567,0.22691244827958978,0.2244260803312363,0.04246865172869214,0.1947603791949816,0.7213247084197233,0.24038202241019757,0.12657045135238978,0.2129734869378595,0.39365006851280304,0.2412137191228925,0.24307270797254024,0.25956259489540123,0.29648056566140674,0.2358787959506112,0.6924390573090341,0.645363629494238,0.31389780162071446,0.2078662884747625,0.16768207930868148,0.2088312368630091,0.7144433590806566,0.47041040576141435,0.8186428886929801,0.8440613214409453,0.7825747220809872,0.5485086508084255,0.10100168337809208,0.8292261853014776,0.5247771939416797,0.3204235978077998,0.061539392993768496,-0.06208878786065363,0.3280459702061996,0.24497502726158302,0.8000054722037815
chestdepth,-0.016754729439998044,0.7657212740894448,0.2730303463441816,0.27239265679077657,0.38044006261265123,0.20483256132191188,0.3360897908791404,0.26046401425237403,0.2252231910013981,0.720156570365421,0.6170654262723546,0.7493057362342668,0.26387282242481547,0.3599570893582815,0.4426147384953579,0.3076263844053493,0.7143858151778453,0.7120477084772359,0.22524324622190234,0.4503550465880634,0.32776443404642525,0.5445495059523169,0.23455824931847455,0.6608966794644803,0.9447068161152515,1.0,0.1179078489583616,0.11039213493411999,0.4065012384175687,0.15677786430331636,0.13818232365958769,0.26863068514325855,0.006417049517281549,0.15411947609825735,0.17432715982944846,0.3151124046622532,0.2603244991397055,0.23167172835174174,0.6299909043294182,0.7350213336732409,0.20867541252197253,0.3307578017984716,0.31788850605068275,0.36450911974006966,0.22819767432973367,0.15659826258667406,0.19266708351783696,0.16797240192026167,0.413137578795615,0.3110509345425974,0.6437868236751267,0.6185644811215318,0.20330953497099089,0.12194160742107628,0.5684624776882101,0.43222026631542165,0.19871568655065838,0.26138722462241387,0.19387340138766296,0.1070696006224981,0.5619434135391455,0.21569838527674334,0.6854340409222629,0.6184170665725417,0.19370797799616546,0.21129326526836692,0.028774452370517272,0.18025771118867037,0.662685641202567,0.2168696986628702,0.0891822100157307,0.18017906373500328,0.35539604105722217,0.221363152562033,0.210368860893838,0.22994112434765243,0.2715571746151028,0.21540542380224018,0.6720494624596501,0.6214706880330058,0.29580487721533966,0.19652532597250616,0.13869123899652577,0.1947837519614992,0.6842969113231361,0.45182368628165603,0.7734052273648419,0.8059922991847941,0.7646545449087778,0.5374476433995986,0.08837444225933708,0.7974046395957204,0.496178811448483,0.28666732879751156,0.062437631913637846,-0.062176541651063955,0.2972733752683524,0.21964937522763844,0.7679479294548806
chestheight,0.02137595005335178,0.08797893456742865,0.9144554017198808,0.7704444595392717,0.29470140653537974,0.9227484413107131,0.4341370716181695,0.6626226568913806,0.4706402020891942,0.16361710977629068,0.2525198057127173,0.2438657565760453,0.480369716126929,0.3030633218119643,0.2532715045447807,0.15387899356641518,0.27069098504775146,0.16449255675335292,0.839842978079801,0.7022933252044689,0.7103768502101597,0.2683142430632573,0.9160121800146007,0.22345557837053598,0.1394930868345565,0.1179078489583616,1.0,0.8644738997461825,0.39762349942293607,0.32290064517082606,0.11476721009207867,0.1462798034395718,0.04674364501739359,0.05249170172913748,0.5960146417628694,0.3687588898733936,0.683160557129502,0.714924707268609,0.287125681696981,0.20010956699947455,0.7473808912344889,0.7834023582196744,0.4133048692112591,0.4093489755189641,0.6218864365308199,0.11963312452786148,0.2814469547622123,0.31609836659958973,0.5981321744616339,0.25144327150843704,0.27624167230135294,0.26360831729650097,0.8874710927732471,0.20972326188954896,0.14179311355794427,0.2604674095936905,0.8484882708953355,0.8605683837831465,0.8245618328808345,0.3923041157623807,0.2547029246708685,0.23386979536223912,0.20935358746582663,0.3136456667519209,0.7215845151004004,0.5577250804976616,0.8284335506598695,0.6818996975687026,0.38138727826254265,0.7794539884349059,0.3243248364558294,0.6238661921478994,0.7476984761682044,0.7879493096660198,0.7878684499619052,0.9153405900737609,0.9240465598321144,0.9112762989222565,0.22717487563985683,0.25550445719572423,0.6158670667995162,0.8516535207906533,0.15906936223226023,0.8583915619919152,0.4925255483255323,0.3583273553450113,0.15116216047670697,0.11390270152789311,0.07783458035093446,0.33896313996193617,0.8990066581466378,0.4225436120609466,0.4635610784855439,0.7839163240909492,0.03778711155557848,-0.1622268441643939,-0.07275646512336705,0.8465306072584186,0.41803598939937575
crotchheight,0.01453138924049107,0.0991421202592478,0.856999885193108,0.8056914059645918,0.21291988152009822,0.8759847422238006,0.3949984258729823,0.6902872106011028,0.47353017921956764,0.1740201031540482,0.1930978902665682,0.241748147775603,0.4188081917094114,0.3483811324456498,0.26488974551404393,0.12664809732077806,0.24197028447336058,0.1856716401618346,0.922094750317201,0.7850017978254754,0.8143457333667342,0.21964857959602377,0.8728917527971606,0.17191546175174713,0.11863411483241106,0.11039213493411999,0.8644738997461825,1.0,0.23816515246903677,0.2035505543765466,0.08877896966159644,0.07924102071457169,-0.02997444244038822,-0.2375687283052865,0.34856401979073437,0.34437725618381926,0.7158020690171955,0.7997509716524963,0.2763747169793541,0.18929332946980865,0.8357894000309662,0.8358513118073851,0.3814431438054154,0.3759049735835556,0.6876337369605782,0.08351923806518766,0.33885257458489926,0.34500782361267635,0.5991990957837295,0.31543364746440006,0.21384404838893475,0.2382903633613235,0.9199593192800873,0.2900729012686474,0.15492124714197794,0.2900457500908467,0.9246153459575,0.9268099799413316,0.9076085134860855,0.3383480172254969,0.23765150632783316,0.2299261969481267,0.18688193077246676,0.281321981790217,0.6664034890654612,0.6186360239988066,0.8921494195604588,0.7774218457218115,0.38115845415685945,0.8028690474639731,0.33337143066875596,0.37825528604884384,0.7993451165958948,0.8467784433756609,0.852394520381593,0.8491189649158722,0.8749293714473495,0.9077583028665961,0.22636922240386007,0.2419053994704058,0.6961219103533398,0.9268185880604555,0.13461837120498568,0.934381130011841,0.31922639027263133,0.28842205327548737,0.1198585073939714,0.11911399325442062,0.11021020226068728,0.22053096725274746,0.9073988278304654,0.3959910284099333,0.4004972739528415,0.647988510541875,0.034538138928349525,-0.12003149681547116,-0.04548899939293026,0.7838386293365497,0.39773075116428
crotchlengthomphalion,-0.0032280453806787777,0.3414378066732131,0.45403413866439474,0.34906079996957917,0.4435211396658552,0.4201028606604188,0.3750986645793133,0.3534646240752996,0.2964812538747699,0.44570234882088494,0.35287991346247666,0.4666114278570917,0.36099293345714395,0.24851018433353408,0.29583550405368314,0.21520325360330045,0.6386275616699616,0.5420413061712926,0.28295123008973716,0.49636755766175333,0.4129368904124369,0.5284255587034544,0.4398600213501776,0.3848588008063221,0.4158541388561448,0.4065012384175687,0.39762349942293607,0.23816515246903677,1.0,0.7190938669239274,0.1494436921435519,0.14277352680670874,0.023041971728407672,0.3076498302262206,0.4638830721188997,0.33852897470370336,0.3534873184601088,0.26973499447041316,0.4665457062299504,0.3984146353341959,0.2951857239637204,0.39056621670066677,0.3357983686535691,0.34284432883510774,0.3142354181843691,0.1128672718401949,0.1778607573293129,0.23765279812811763,0.4555830499460918,0.22936232782532961,0.6042932078712647,0.5670676619510272,0.36703737464707814,0.10075717541600977,0.3636830071557784,0.33740794283104597,0.3304923573558299,0.3882315614407808,0.34989510812370284,0.18652122007951208,0.5483835232983856,0.2051315031349575,0.40513407984252725,0.41371306681110526,0.33806121259321165,0.26372902714380736,0.2135565964402192,0.21712164827015684,0.45612845557097065,0.3132024170724271,0.15057336360415363,0.47688953399003975,0.3818196209955027,0.3081367256912348,0.2891172109375992,0.44534387400644004,0.45670375862555235,0.40388344678469534,0.5890857262241517,0.5080804949488016,0.2583288182504773,0.3250517959260069,0.15206161123389453,0.3114518458101909,0.6700315869012619,0.1036443831461309,0.35319454397365546,0.3266411345304684,0.27307066283643316,0.19108085750634488,0.4575873536821012,0.6110597086018883,0.46355776425277945,0.48078852627517554,0.08687840821216732,-0.14001922419455,0.053868587124534156,0.41875715744559044,0.5909495136519434
crotchlengthposterioromphalion,-0.05573736598242158,0.11119265299991754,0.3732658664299353,0.24628442417295476,0.31561249123299917,0.3553693462161925,0.2514521547696035,0.28146663125235033,0.23647856349842222,0.2142740272721032,0.18198592817119996,0.23215656970464205,0.23534391943822866,0.12731862979360428,0.12788758536063444,0.06642238471194449,0.400110329576519,0.2961101818686345,0.22585443098632743,0.37313596724148856,0.3050390798586201,0.32557417090268337,0.374211873432221,0.19319659357803698,0.15861235066501572,0.15677786430331636,0.32290064517082606,0.2035505543765466,0.7190938669239274,1.0,0.11040584709058063,0.08691683981756988,0.07495433143295292,0.18002126498375942,0.3856504033134404,0.20816824084298058,0.28769549342342665,0.23039366439955805,0.2569082149973969,0.1870303530061732,0.24284438113386744,0.3470957967190495,0.24781250132560698,0.250163284334781,0.21993950107698096,0.04180176785893586,0.12973070986024124,0.19925146723118464,0.3205104393827319,0.10246657979024422,0.3743102942822888,0.3734102218225438,0.3292205428292567,0.04984623187181269,0.19895217946446853,0.22890251139307433,0.24212838015346216,0.28378854614515586,0.19948148848876882,0.2352190521206126,0.29936555591806663,0.14079292632482404,0.19008239968194207,0.20476124944469107,0.35466705115680625,0.2402105474093114,0.17912607683057455,0.2399234237227219,0.2768079857447419,0.28193132153638123,0.21424178517219672,0.38985669360450065,0.2883407657760101,0.25358612607691966,0.25547595121124317,0.3795971844190476,0.37059897734670355,0.3519287623858537,0.3620413752896326,0.33075332932156637,0.2187777008820718,0.26221149858920895,0.04821535589532718,0.24174684506800298,0.4421375319538964,-0.04182262359458562,0.09963154755867198,0.07590227093154098,0.004375720849598096,0.055077085777324335,0.4300261686523558,0.33880299465465147,0.30665437870562784,0.3655390382222106,0.03745022099468857,-0.1516646586223485,-0.0424128864772718,0.3564850430137127,0.33662002627540116
earbreadth,0.05452527440842645,0.1007439410070901,0.15228212081312306,0.13126037823446984,0.044072727474361896,0.14945953202363532,0.12593458236547403,0.1855776173249304,0.12603901466699788,0.11682563774009772,0.14633406439236504,0.11182722538603669,0.04602345600221878,0.15327959266376995,0.16441743511207038,0.06464713134840537,0.1489671110222074,0.12166394893880964,0.10836407979404439,0.16423754694074927,0.15652429139233287,0.10258525111427838,0.15022912040761435,0.09000827819354153,0.1402141868391192,0.13818232365958769,0.11476721009207867,0.08877896966159644,0.1494436921435519,0.11040584709058063,1.0,0.31122440651886024,0.091079241611618,0.01238508109591259,0.0960634222798947,0.15264742496893943,0.17971000405021473,0.13492008698297112,0.1381887142865056,0.11825818264128132,0.16000252888052335,0.10177579463006468,0.1414543346787449,0.12302947781701665,0.21565543632396791,0.071495014307235,0.12016863992174769,0.09491871282779955,0.169930161724258,0.0459514585744272,0.14817860059608642,0.12699340845230153,0.12431980778229422,0.11858154662543546,0.1162501502852513,0.10266137777067191,0.13243890210637352,0.13196122277685954,0.11133856721420321,-0.029299611822337757,0.08185474551133243,0.11426281438187964,0.15515002341254033,0.11994610632994429,0.0930856664646683,0.18317803899280413,0.12945019851320305,0.12303365008969687,0.11449980976566189,0.12229239736311306,0.13169492656760104,0.09906848656953723,0.12905342041119383,0.11821816628912585,0.13116850012430056,0.1434624664559732,0.14706676080231962,0.14765348073976603,0.13846540592759646,0.10019601487295453,0.08678994387371534,0.14057357682861898,-0.021122519845170586,0.11522686493261289,0.17877762227589986,0.12134453916955507,0.11492468514020968,0.10468110586428744,0.12259444666158692,0.07900859833755601,0.1279114498469702,0.16229567650693408,0.12598997293236427,0.16459858738962524,0.02099054617291628,-0.014101820380428516,0.1768606668399283,0.13462286182688843,0.16593740312588343
earlength,-0.03708571050178503,0.2293498651324422,0.20348620933699965,0.17494298830215382,0.20807349222711985,0.17046641952055522,0.23284904885612262,0.1913218897937149,0.16381770302286444,0.17994781270552304,0.27559796023999217,0.22445935091346544,0.2042773105308812,0.19713454238553577,0.22064587319665258,0.21116649807832735,0.2112214564654339,0.14766330819632248,0.11643224928729975,0.15174479809347158,0.10172758896174905,0.18519289427532812,0.19780754618065285,0.2787631275533694,0.28122787730325327,0.26863068514325855,0.1462798034395718,0.07924102071457169,0.14277352680670874,0.08691683981756988,0.31122440651886024,1.0,0.2825867630651446,0.11353764004687607,0.24572437501189023,0.20591237230559548,0.20317129162814238,0.13741852509606364,0.18825816345514346,0.23919330992784002,0.11496847079142032,0.1714202568018784,0.1496955810360431,0.21546166077625695,0.15035196677851945,0.11178595736075114,0.0929865022812988,0.09843524879256685,0.25018548800585116,0.13281004809665964,0.23468444326558904,0.20482513600969487,0.14473918824077708,0.15653182356874187,0.17761470478956295,0.1839334322389005,0.11904596150274341,0.15159680901930916,0.08660385284484418,0.17767577244296134,0.18442180448984058,0.17603525142715057,0.25732000465816207,0.2269731419589039,0.21131213633392837,0.17161461463664543,0.06099033625237618,0.0747339235007288,0.23014045137573025,0.18680829049078038,0.13056324686224974,0.24489507260105203,0.19667447368942403,0.13695361163266118,0.15857361665325964,0.21538165397670633,0.19811765671209577,0.14922456065515172,0.15084965628264083,0.15282594413680778,0.1888713682826349,0.12024656018432128,0.1606412622238251,0.11282660592294036,0.28989402819220916,0.2534099539719968,0.27240199749979455,0.26023717969583077,0.2096927654024704,0.2490078163990667,0.09987634659527261,0.2650003889063423,0.2481252783966969,0.20127217138639947,0.015454601019206914,-0.003446206331402,0.23698231072776313,0.20299704453165365,0.26445320421262647
earprotrusion,-0.02432020765978253,0.011238088512853628,0.05138721006617584,0.012773394493082714,0.11766242690220335,0.041600462490700915,0.054006026469049506,0.009090893296091154,0.06029839523764524,-0.02743547593697704,0.10125195275529267,0.01199488463143018,0.07900636284500864,-0.10119241293917781,-0.0671201023642737,0.08825190122450308,-0.005304862419413393,-0.026792489632752322,-0.0202492185004177,-0.04472018831955159,-0.07276937925582214,0.027963676078643345,0.05462945492268635,0.07784065307258209,0.021469917098554663,0.006417049517281549,0.04674364501739359,-0.02997444244038822,0.023041971728407672,0.07495433143295292,0.091079241611618,0.2825867630651446,1.0,0.09777136158539229,0.1487893207239366,0.026064611385688673,0.028635784222483352,-0.02212296913296737,-0.008229458520843785,0.03498627609225731,-0.043988356567992756,0.028799372478136052,-0.0018126426302016944,0.04502144339988871,-0.01989136047791035,0.12829737739880046,-0.03090232151495917,-0.06485615921513473,0.03236004018469753,-0.0433594462401092,0.027822397949931823,0.016094873569141844,0.012059010143761996,-0.007214417781900738,-0.019041646932615664,0.00487839938479319,-0.028683779568697117,-0.009364559815080047,-0.06298566237071118,0.11246041134458072,0.0019879867555106,0.008896860451073392,-0.006376743935667874,-0.015264820404129752,0.12112320524286573,0.012425637053477472,-0.022842148859962327,-0.027236715697227187,0.02247517673960725,0.05112786291164453,0.09242332494686639,0.1540706208286643,0.0122457610067033,-0.01139100285055625,0.005542540382765332,0.0665811362712759,0.049713764959845475,0.023126456598347143,-0.031209203412518472,-0.0072353147234157705,0.0029997580444535835,-0.01697110062528515,0.11788819198723106,-0.0316853715870807,0.07388490091125385,0.08440348827588115,0.0469004950749438,0.03105331340180758,-0.019231681890509607,0.08617324449753885,0.01197599368148889,0.009144915974342202,0.05799404979153693,0.06702130119981603,-0.00337358433511241,-0.0323003633771458,-0.05502955616072817,0.06319486500453422,0.013408566135684788
elbowrestheight,0.03250630536129666,0.03829455867292854,0.14468067831138087,-0.19293944265317303,0.1721903056159977,0.09741544148041713,0.05352874162104884,-0.09892603971877778,-0.09793456962465456,0.08890908293317269,0.2780510297890379,0.09986177658473211,0.10714086079078039,-0.11625017606732177,0.023350391716472938,0.07100289279387646,0.15392000434507327,0.056566988669238205,-0.20583804720947996,-0.19271585840527716,-0.23970873398852968,0.12645774487470213,0.07858503592169262,0.2504826421000311,0.1798310595576862,0.15411947609825735,0.05249170172913748,-0.2375687283052865,0.3076498302262206,0.18002126498375942,0.01238508109591259,0.11353764004687607,0.09777136158539229,1.0,0.5750025718965283,0.03597656024173353,-0.10499164687724791,-0.2667259415031421,0.07619937543716368,0.14250202666543735,-0.263325238665355,-0.1475877914781703,0.023333582963631604,0.030627671139476842,-0.18020919993638002,0.07028666490762836,-0.14162593290390668,-0.06501098919946406,-0.02912829813511585,-0.1786960882047984,0.22969233206107936,0.14266612208031368,-0.11851468463254516,-0.2098340389691136,0.10757396593774839,0.005436247799571884,-0.18093367163356786,-0.162444773653526,-0.16667129835833813,0.09011165909839694,0.0999302302273229,0.03733212497599204,0.13354995488087504,0.12429587067010034,0.054006275984390215,-0.17968587439034156,-0.18568690638416022,-0.3162089528908715,0.004702904493574067,-0.20601366089709397,-0.17107145645433924,0.5701100780235044,-0.19892699629395835,-0.2545537755558561,-0.2655533657501531,0.11525335619968534,0.06892122426610198,-0.051379502899969946,0.07841217887841212,0.0871523071674117,-0.19119118623585218,-0.17795072349766602,0.08429032142870357,-0.19166206580458103,0.44882382368569307,0.2925989145214378,0.20720764335096445,0.12431216379663672,0.025309979457329553,0.3224009014598469,-0.08526241093516217,0.14741535277231257,0.143446150367617,0.4268379091066617,-0.023571299248430308,-0.08910660233039219,0.009230022957433045,0.11364300782578825,0.13623997030611962
eyeheightsitting,-0.017457027841489885,0.07204580569142782,0.676979331940326,0.4232807814770754,0.3784055779155061,0.6558165476570049,0.3629795571124857,0.3575530471252624,0.4131079414113895,0.1539635073911648,0.39712159861682317,0.2536321540366268,0.43810382029632544,0.09517275252273744,0.16098724147804214,0.13631029285773993,0.3078957409471033,0.12685080246900954,0.36470834812942216,0.30390861285233195,0.2521275123656385,0.2898908681459764,0.6845728782946315,0.333488869579076,0.20995521621066404,0.17432715982944846,0.5960146417628694,0.34856401979073437,0.4638830721188997,0.3856504033134404,0.0960634222798947,0.24572437501189023,0.1487893207239366,0.5750025718965283,1.0,0.27625225601676395,0.38953765598801865,0.28875587982983764,0.24549479834795881,0.19747771780770831,0.3005994107255319,0.4133188301635677,0.3363278581020831,0.3475573148766927,0.28404803305179693,0.12511184279287413,0.08838744928944811,0.1776083147185391,0.3909561776894019,0.037182558587220596,0.3731650642240301,0.3114962690332624,0.5006819978486218,-0.041027037969312494,0.19035003162418496,0.2745913692696341,0.365378297923205,0.41580396878383596,0.3236327896752524,0.370389623275678,0.23709724494643805,0.22773868418726823,0.20433292919126234,0.3164793200490469,0.6571783004017363,0.2650887862499543,0.35792487365926606,0.2503456590739836,0.32380660497217006,0.4747245153222445,0.2834361156710661,0.9704432928302064,0.43724810193619285,0.3713793258318137,0.409454826897444,0.7351806775811058,0.6693061882782559,0.5554843018018354,0.2172203986883868,0.22623380419763697,0.33112296877895997,0.3802788311534741,0.14273051740763001,0.3865583071671504,0.6613474712299843,0.5315194704980142,0.25700541081066824,0.1649346506566315,0.03773682556974888,0.5196613304966495,0.5186992995003475,0.3888741824462961,0.4490192617220532,0.7247928077093174,-0.002396184184134131,-0.2430961392386828,-0.006521626240527975,0.6794476302613207,0.3844266582002263
footbreadthhorizontal,0.03376437117333003,0.3181259172161395,0.39756204786771027,0.3406602571877779,0.48815625115571337,0.38368925225559275,0.8589647127083425,0.5217208796958037,0.40999747890352123,0.3999204164495441,0.3109142921916033,0.4339618139604274,0.5672767057164595,0.4153971894648983,0.3604851182439555,0.3308111838937341,0.40523399335255134,0.3620101883549846,0.3550338254477882,0.4438769321728339,0.36087974482905544,0.4847474430612958,0.40908708575898917,0.3795449421283896,0.34954936845132734,0.3151124046622532,0.3687588898733936,0.34437725618381926,0.33852897470370336,0.20816824084298058,0.15264742496893943,0.20591237230559548,0.026064611385688673,0.03597656024173353,0.27625225601676395,1.0,0.5551190826088575,0.42764629906390494,0.47324945656925754,0.36932779144817907,0.45733972204304907,0.41208386457389434,0.5967982874532829,0.6217526631027491,0.4874518452891471,0.2324535776123638,0.348457763759945,0.31929330103151815,0.6617919022287385,0.5420791443681798,0.35096404658045066,0.3625667952973334,0.3810126028697775,0.29332360682646846,0.2902934727669662,0.3279887794958075,0.3754170720350448,0.4575245360848222,0.37757297359897696,0.2400524015077802,0.44782899403866067,0.28396471586146327,0.41948748548669873,0.4293748856767693,0.36503060226155676,0.45502881776055515,0.3122550228278343,0.37370938241223406,0.4927826764227155,0.3333820607945126,0.2685581586798752,0.296155716061203,0.4624379916214455,0.35923867880145216,0.42928891271337377,0.41204615099469155,0.42347234935477746,0.39851529662294755,0.408384069425395,0.4316309935484046,0.3921807057402695,0.37557225479884004,0.20067195372230479,0.366439966438733,0.43690218179376117,0.2954183941659781,0.31896813933933293,0.3298115426287408,0.3106657303550276,0.2813585500696757,0.34135665613687394,0.5235122913373409,0.5794505777952165,0.3427389655805387,0.022759000811122445,0.03701135958361442,0.06891096444791103,0.39425450400068845,0.5095315834259485
footlength,-0.01251370047372171,0.24586739929717702,0.7089657896329806,0.6423600545389965,0.42835461593305757,0.7120199477748379,0.6055296493559129,0.9396686617535708,0.5226114778528942,0.32523808718381236,0.28335531140044384,0.3974073211688549,0.608250343706249,0.4750287823012846,0.382092193985683,0.27595691463568794,0.3944334475386557,0.33500131257550486,0.709985138453107,0.7044273013018351,0.6640234818475744,0.41020248181133123,0.7263038446897081,0.31221093973697983,0.282370249724023,0.2603244991397055,0.683160557129502,0.7158020690171955,0.3534873184601088,0.28769549342342665,0.17971000405021473,0.20317129162814238,0.028635784222483352,-0.10499164687724791,0.38953765598801865,0.5551190826088575,1.0,0.7467258431725469,0.44447748382100477,0.3289117539769834,0.8126865149864325,0.7124587690007375,0.5390039461554128,0.5518104953302321,0.7990679911304279,0.19142219268863025,0.4090201839438446,0.40453741429398626,0.8029038687156862,0.5138043684193183,0.341391611928102,0.35603717267938023,0.7347809043684687,0.350203313497774,0.26762244421654585,0.36931139439649485,0.7317379557715196,0.7833639693591861,0.7067872125414131,0.30965084860539993,0.4053439210182111,0.33637899582480213,0.3595817498694801,0.41539346418371415,0.6290156401403922,0.744119737459948,0.6757787467749631,0.6891863971326233,0.5226652337396024,0.6468958002721209,0.38567589149740067,0.4183769332517242,0.7302217830166229,0.6991136425505678,0.7727688294207664,0.7221569059879971,0.7376532563264262,0.7342254896209746,0.3785025248802502,0.38987583205034787,0.6534271578363053,0.7321824755373425,0.19891779477418425,0.7186038948089133,0.4618683877839347,0.3400028937369447,0.2534531546208658,0.25978068690362804,0.2494663691893851,0.291471200143541,0.701740334265742,0.5364843726950899,0.5788374894442384,0.5449378388287394,0.013355624827590187,-0.03176804942085629,0.03491855895029198,0.672075528474572,0.5355775431631303
forearmcenterofgriplength,-0.022296989195649725,0.25516891362409255,0.7265974186605194,0.7285166348220388,0.25521263716356657,0.7386548353548543,0.4622662034002205,0.7085064669921274,0.5352152523064265,0.31739989696362736,0.21478659258838617,0.3849209366909858,0.4436528376201985,0.4912711258968668,0.3805936343368614,0.2595136686319797,0.34710583583002175,0.3209886621356642,0.8078596619579457,0.746232142463971,0.7213336630327276,0.2950505544474639,0.7442415464159968,0.24849960032630122,0.25172720367750273,0.23167172835174174,0.714924707268609,0.7997509716524963,0.26973499447041316,0.23039366439955805,0.13492008698297112,0.13741852509606364,-0.02212296913296737,-0.2667259415031421,0.28875587982983764,0.42764629906390494,0.7467258431725469,1.0,0.42913483174745437,0.30983235526578007,0.9445082396230826,0.7689169338743685,0.4922103011905429,0.5119581313817487,0.7796373553613803,0.16061789986134783,0.426833264006766,0.38101968237784306,0.6607049263603265,0.4363411482124234,0.27880767495098274,0.3096997173864561,0.7988936825867056,0.37853500492178926,0.23063451480180394,0.35538949324781705,0.7957853577774909,0.8309608403129538,0.7554350795144772,0.27065392989932013,0.3339425537198239,0.28536630062892093,0.3394338199897289,0.37949650680745906,0.6862209182131926,0.7311841610814497,0.7308288432090642,0.9015251918851973,0.5260604688075894,0.7437760631057482,0.39589721959393015,0.30900026699881417,0.8270797032449474,0.8386844532714496,0.8902718354066486,0.7242116386271484,0.7582514025468725,0.7879563363477065,0.34712119531628804,0.38039399979849176,0.7605793581974428,0.8013076433644686,0.1414787746831871,0.7957760651185174,0.38452615662373224,0.31793808143205177,0.21555024007468926,0.24950497249751868,0.2578479350902204,0.26672844240452387,0.7483051168945206,0.4972699632482053,0.5230943331429313,0.44944947149543935,0.038052139836977375,-0.01261082668834,0.031996627171374845,0.6697453776774079,0.4917745697196846
